"direction","distance","value"
0,0,11.0962400436401
0,30,11.0962400436401
0,60,10.2043390274048
0,90,9.34732341766357
0,120,7.87128925323486
0,150,6.35213232040405
0,180,4.69852113723755
0,210,3.02191758155823
0,240,2.87222957611084
0,270,3.64278960227966
0,300,4.25020122528076
0,330,3.93587112426758
0,360,3.95606064796448
0,390,5.20929384231567
0,420,6.23861646652222
0,450,6.27301931381226
0,480,5.60490703582764
0,510,4.88780164718628
0,540,4.90528583526611
0,570,5.51939630508423
0,600,6.08715915679932
0,630,6.54482412338257
0,660,6.79109001159668
0,690,6.99583721160889
0,720,6.84046173095703
0,750,6.57238101959229
0,780,6.44117259979248
0,810,6.48330879211426
0,840,6.59333419799805
0,870,6.50454902648926
0,900,5.98114347457886
0,930,5.24908685684204
0,960,5.50818204879761
0,990,6.80088806152344
0,1020,7.94960355758667
0,1050,7.89903593063354
0,1080,7.59278726577759
0,1110,7.20978307723999
0,1140,7.97379779815674
0,1170,9.73916625976562
0,1200,11.3248434066772
0,1230,12.0393724441528
0,1260,12.2194557189941
0,1290,11.3695878982544
0,1320,9.1674861907959
0,1350,6.05916118621826
0,1380,3.46478796005249
0,1410,3.9443211555481
0,1440,5.09948587417603
0,1470,5.32867431640625
0,1500,5.61402177810669
0,1530,5.99464702606201
0,1560,5.72725296020508
0,1590,4.82807874679565
0,1620,4.44573593139648
0,1650,5.55011749267578
0,1680,6.56586503982544
0,1710,6.37007713317871
0,1740,5.36337184906006
0,1770,4.34291124343872
0,1800,3.85158681869507
0,1830,4.06048202514648
0,1860,4.8416051864624
0,1890,5.7421817779541
0,1920,6.07934045791626
0,1950,5.69017744064331
0,1980,6.02057504653931
0,2010,7.14434146881104
0,2040,8.12974452972412
0,2070,8.51884651184082
0,2100,8.758620262146
0,2130,8.95808696746826
0,2160,8.52066135406494
0,2190,7.34345149993896
0,2220,6.57762575149536
0,2250,7.17556285858154
0,2280,7.81397867202759
0,2310,7.36221027374268
0,2340,5.88979244232178
0,2370,4.36612176895142
0,2400,4.8734278678894
0,2430,5.97895622253418
0,2460,5.88676357269287
0,2490,5.07681798934937
0,2520,5.82707595825195
0,2550,7.42621231079102
0,2580,8.06056118011475
0,2610,7.57334327697754
0,2640,6.67773532867432
0,2670,6.12784910202026
0,2700,5.98849487304688
0,2730,5.5124979019165
0,2760,4.34126853942871
0,2790,2.71123099327087
0,2820,1.26227617263794
0,2850,0.932948231697083
0,2880,0.665079355239868
0,2910,1.43176138401031
0,2940,2.65584397315979
0,2970,3.61658215522766
0,3000,4.04845809936523
0,3030,3.95576000213623
0,3060,3.16753745079041
0,3090,2.2363338470459
0,3120,3.12635231018066
0,3150,4.42939043045044
0,3180,4.72753477096558
0,3210,4.2583065032959
0,3240,4.11949920654297
0,3270,4.41837024688721
0,3300,5.20267009735107
0,3330,5.70853710174561
0,3360,5.49369955062866
0,3390,4.25551319122314
0,3420,2.53160762786865
0,3450,1.55363869667053
0,3480,1.20640385150909
0,3510,1.58395648002625
0,3540,1.8003830909729
0,3570,1.77443861961365
0,3600,1.64580678939819
0,3630,1.3827543258667
0,3660,1.01709520816803
0,3690,0.833313524723053
0,3720,1.47592651844025
0,3750,2.3830554485321
0,3780,3.35175251960754
0,3810,4.32590293884277
0,3840,4.71317625045776
0,3870,4.81648969650269
0,3900,4.6708550453186
0,3930,4.44814205169678
0,3960,4.27808618545532
0,3990,4.0549144744873
0,4020,3.79748964309692
0,4050,3.9536554813385
0,4080,4.11978769302368
0,4110,4.12411499023438
0,4140,4.05550098419189
0,4170,3.91830968856812
0,4200,3.73497772216797
0,4230,3.49859833717346
0,4260,3.16941380500793
0,4290,2.89285469055176
0,4320,2.65091466903687
0,4350,2.20474028587341
0,4380,2.22941112518311
0,4410,2.71780133247375
0,4440,3.37402820587158
0,4470,3.55858063697815
0,4500,3.07457828521729
0,4530,2.79884457588196
0,4560,2.65763425827026
0,4590,2.44560313224792
0,4620,2.27951645851135
0,4650,2.65718698501587
0,4680,2.99821591377258
0,4710,3.62446427345276
0,4740,3.94281363487244
0,4770,4.44840955734253
0,4800,4.57335519790649
0,4830,4.85729789733887
0,4860,5.05145931243896
0,4890,5.35693836212158
0,4920,5.54647445678711
0,4950,5.01484107971191
0,4980,4.22635412216187
0,5010,4.09082365036011
0,5040,4.41729402542114
0,5070,4.32590293884277
0,5100,4.07159471511841
0,5130,3.5175793170929
0,5160,3.24284625053406
0,5190,2.97592401504517
0,5220,2.55823969841003
0,5250,2.33924293518066
0,5280,2.62068963050842
0,5310,3.20151567459106
0,5340,3.99553847312927
0,5370,4.7086329460144
0,5400,5.4101676940918
0,5430,5.98809766769409
0,5460,6.37026405334473
0,5490,6.36615610122681
0,5520,6.08618259429932
0,5550,5.80294752120972
0,5580,5.27890396118164
0,5610,4.57595443725586
0,5640,3.7222216129303
0,5670,3.01640391349792
0,5700,2.71780133247375
0,5730,3.31895422935486
0,5760,4.27725219726562
0,5790,5.16274976730347
0,5820,6.25878715515137
0,5850,7.03820037841797
0,5880,7.412269115448
0,5910,7.9724555015564
0,5940,8.29236888885498
0,5970,8.11715602874756
0,6000,7.54534435272217
0,6030,6.97728586196899
0,6060,6.07581901550293
0,6090,5.27191638946533
0,6120,4.62017488479614
0,6150,4.42294311523438
0,6180,4.47771596908569
0,6210,4.93645715713501
0,6240,5.55525684356689
0,6270,6.1944317817688
0,6300,6.31552457809448
0,6330,5.02052879333496
0,6360,3.28510499000549
0,6390,2.54238748550415
0,6420,2.12510061264038
0,6450,1.86653363704681
0,6480,1.68295645713806
0,6510,1.65947711467743
0,6540,1.66947841644287
0,6570,1.66662704944611
0,6600,1.60853850841522
0,6630,1.47592651844025
0,6660,1.43590772151947
0,6690,1.31125199794769
0,6720,1.4367356300354
0,6750,1.47027623653412
0,6780,1.53748250007629
0,6810,1.69352126121521
0,6840,1.69352126121521
0,6870,1.77443861961365
0,6900,1.92486703395844
0,6930,2.01008152961731
0,6960,1.94575667381287
0,6990,1.86589646339417
0,7020,1.78779053688049
0,7050,1.84539151191711
0,7080,1.77175617218018
0,7110,1.84732353687286
0,7140,1.83116114139557
0,7170,1.78246176242828
0,7200,1.64001679420471
0,7230,1.52895164489746
0,7260,1.59517705440521
0,7290,1.87669861316681
0,7320,2.09239602088928
0,7350,2.13347697257996
0,7380,1.98926961421967
0,7410,1.98448204994202
0,7440,2.67057776451111
0,7470,3.9049346446991
0,7500,5.00962209701538
0,7530,5.66084671020508
0,7560,5.39894723892212
0,7590,4.57335519790649
0,7620,3.63887071609497
0,7650,2.94459342956543
0,7680,2.41625499725342
0,7710,2.14015460014343
0,7740,2.20366144180298
0,7770,2.38505053520203
0,7800,2.5122766494751
0,7830,2.52784729003906
0,7860,2.54145193099976
0,7890,2.20258188247681
0,7920,1.84345746040344
0,7950,1.44827580451965
0,7980,1.0849746465683
0,8010,0.95933985710144
0,8040,1.09587919712067
0,8070,1.31487417221069
0,8100,1.57793951034546
0,8130,2.12789630889893
0,8160,2.61842012405396
0,8190,2.85728716850281
0,8220,2.9522557258606
0,8250,2.57399415969849
0,8280,1.96339869499207
0,8310,1.59592223167419
0,8340,1.78246176242828
0,8370,2.2192542552948
0,8400,2.73568058013916
0,8430,3.25126886367798
0,8460,3.41779637336731
0,8490,4.23506689071655
0,8520,5.9922661781311
0,8550,8.04417037963867
0,8580,9.73892211914062
0,8610,11.275071144104
0,8640,12.4806623458862
0,8670,12.7071657180786
0,8700,12.1022205352783
0,8730,11.268741607666
0,8760,10.3303346633911
0,8790,8.63873958587646
0,8820,6.5491828918457
0,8850,4.43046426773071
0,8880,4.33441543579102
0,8910,6.44486379623413
0,8940,8.33513259887695
0,8970,9.02210235595703
0,9000,9.0261869430542
0,9030,9.0234203338623
0,9060,8.89815521240234
0,9090,8.81086826324463
0,9120,9.59488582611084
0,9150,10.9313068389893
0,9180,11.9686470031738
0,9210,11.9502534866333
0,9240,11.4009199142456
0,9270,10.3801698684692
0,9300,9.52822971343994
0,9330,8.77584552764893
0,9360,7.69050550460815
0,9390,6.6145806312561
0,9420,5.21203231811523
0,9450,4.84872198104858
0,9480,4.39732933044434
0,9510,3.84478902816772
0,9540,2.91863512992859
0,9570,1.92363107204437
0,9600,1.53748250007629
0,9630,1.74402320384979
0,9660,1.87543094158173
0,9690,1.80565893650055
0,9720,1.55210721492767
0,9750,1.47027623653412
0,9780,1.3488005399704
0,9810,1.12267732620239
0,9840,1.13321912288666
0,9870,1.07063269615173
0,9900,0.896551728248596
0,9930,0.832993149757385
0,9960,0.831788122653961
0,9989.99999996112,0.763762593269348
45,0,2.64106154441833
45,42.4264065476003,2.64106154441833
45,42.4264068705341,2.62348103523254
45,84.8528134189989,3.0515124797821
45,84.8528137417269,3.14130043983459
45,127.279220290398,3.14269685745239
45,127.27922061292,3.17274737358093
45,169.705627161755,2.99821591377258
45,169.705627483454,2.89737272262573
45,212.132034033154,1.77309799194336
45,212.132034354647,1.79376649856567
45,254.558440904552,1.24233675003052
45,254.55844122584,1.83634853363037
45,296.984847775951,1.581702709198
45,296.984848097033,2.23473811149597
45,339.41125464735,1.93840956687927
45,339.411254967567,2.47027516365051
45,381.837661518748,2.21388983726501
45,381.83766183876,2.60932207107544
45,424.264068390106,2.31830835342407
45,424.264068709953,2.50421762466431
45,466.690475261504,2.29666566848755
45,466.690475580487,2.26433873176575
45,509.116882132903,1.98388278484344
45,509.11688245168,1.90686845779419
45,551.543289004302,1.99404585361481
45,551.543289322873,1.99106204509735
