"direction","distance","value"
0,0,0.611400008201599
0,30,0.611400008201599
0,60,0.635200023651123
0,90,0.633400022983551
0,120,0.618499994277954
0,150,0.590300023555756
0,180,0.581900000572205
0,210,0.63289999961853
0,240,0.663299977779388
0,270,0.636600017547607
0,300,0.648299992084503
0,330,0.694000005722046
0,360,0.718200027942657
0,390,0.714800000190735
0,420,0.715300023555756
0,450,0.680800020694733
0,480,0.591099977493286
0,510,0.58899998664856
0,540,0.581099987030029
0,570,0.568199992179871
0,600,0.582599997520447
0,630,0.574100017547607
0,660,0.573199987411499
0,690,0.653299987316132
0,720,0.699199974536896
0,750,0.64520001411438
0,780,0.637700021266937
0,810,0.580900013446808
0,840,0.52020001411438
0,870,0.572799980640411
0,900,0.566100001335144
0,930,0.597599983215332
0,960,0.573899984359741
0,990,0.635999977588654
0,1020,0.578000009059906
0,1050,0.557500004768372
0,1080,0.633800029754639
0,1110,0.692799985408783
0,1140,0.64029997587204
0,1170,0.578800022602081
0,1200,0.523299992084503
0,1230,0.546800017356873
0,1260,0.569700002670288
0,1290,0.56580001115799
0,1320,0.583299994468689
0,1350,0.583999991416931
0,1380,0.609399974346161
0,1410,0.636900007724762
0,1440,0.668099999427795
0,1470,0.719200015068054
0,1500,0.754999995231628
0,1530,0.748099982738495
0,1560,0.702199995517731
0,1590,0.647599995136261
0,1620,0.614600002765656
0,1650,0.613600015640259
0,1680,0.67629998922348
0,1710,0.66540002822876
0,1740,0.63510000705719
0,1770,0.603600025177002
0,1800,0.615599989891052
0,1830,0.60699999332428
0,1860,0.586600005626678
0,1890,0.608200013637543
0,1920,0.629800021648407
0,1950,0.638700008392334
0,1980,0.648599982261658
0,2010,0.646499991416931
0,2040,0.610099971294403
0,2070,0.559499979019165
0,2100,0.552699983119965
0,2130,0.558099985122681
0,2160,0.560199975967407
0,2190,0.581300020217896
0,2220,0.628000020980835
0,2250,0.655600011348724
0,2280,0.631699979305267
0,2310,0.605499982833862
0,2340,0.621299982070923
0,2370,0.646899998188019
0,2400,0.639900028705597
0,2430,0.603399991989136
0,2460,0.617200016975403
0,2490,0.622900009155273
0,2520,0.636799991130829
0,2550,0.620400011539459
0,2580,0.615100026130676
0,2610,0.590699970722198
0,2640,0.591199994087219
0,2670,0.588500022888184
0,2700,0.599699974060059
0,2730,0.609899997711182
0,2760,0.613499999046326
0,2790,0.591099977493286
0,2820,0.616699993610382
0,2850,0.610400021076202
0,2880,0.625999987125397
0,2910,0.611999988555908
0,2940,0.630599975585938
0,2970,0.626299977302551
0,3000,0.618799984455109
0,3030,0.660899996757507
0,3060,0.622600018978119
0,3090,0.603799998760223
0,3120,0.614199995994568
0,3150,0.643700003623962
0,3180,0.653900027275085
0,3210,0.63730001449585
0,3240,0.583500027656555
0,3270,0.61599999666214
0,3300,0.662199974060059
0,3330,0.727800011634827
0,3360,0.701799988746643
0,3390,0.647000014781952
0,3420,0.641499996185303
0,3450,0.634199976921082
0,3480,0.637899994850159
0,3510,0.605599999427795
0,3540,0.624700009822845
0,3570,0.621599972248077
0,3600,0.637000024318695
0,3630,0.634999990463257
0,3660,0.648400008678436
0,3690,0.648699998855591
0,3720,0.642499983310699
0,3750,0.625699996948242
0,3780,0.62389999628067
0,3810,0.643400013446808
0,3840,0.638400018215179
0,3870,0.638999998569489
0,3900,0.662000000476837
0,3930,0.67960000038147
0,3960,0.639500021934509
0,3990,0.655799984931946
0,4020,0.67059999704361
0,4050,0.646499991416931
0,4080,0.631099998950958
0,4110,0.633000016212463
0,4140,0.620299994945526
0,4170,0.615199983119965
0,4200,0.633800029754639
0,4230,0.62610000371933
0,4260,0.60589998960495
0,4290,0.615299999713898
0,4320,0.644200026988983
0,4350,0.649500012397766
0,4380,0.648999989032745
0,4410,0.622200012207031
0,4440,0.609300017356873
0,4470,0.591899991035461
0,4500,0.5939000248909
0,4530,0.612399995326996
0,4560,0.616299986839294
0,4590,0.613200008869171
0,4620,0.603500008583069
0,4650,0.632799983024597
0,4680,0.635299980640411
0,4710,0.648899972438812
0,4740,0.66430002450943
0,4770,0.650099992752075
0,4800,0.65420001745224
0,4830,0.628600001335144
0,4860,0.623600006103516
0,4890,0.638499975204468
