"direction","distance","value"
0,0,-0.415556192398071
0,30,-0.415556192398071
0,60,-0.681721925735474
0,90,-0.359155535697937
0,120,-0.0262849628925323
0,150,0.184570118784904
0,180,0.146781325340271
0,210,0.456435471773148
0,240,1.56072437763214
0,270,0.927671015262604
0,300,-0.0162264127284288
0,330,-0.893637299537659
0,360,-0.488120526075363
0,390,-0.569274306297302
0,420,-0.497457802295685
0,450,0.0714609399437904
0,480,0.461418330669403
0,510,0.126987487077713
0,540,-0.463961124420166
0,570,-0.518547475337982
0,600,-0.0566483587026596
0,630,0.0474183596670628
0,660,-0.314814120531082
0,690,-0.606271862983704
0,720,-0.589796841144562
0,750,-0.624347269535065
0,780,-0.845851540565491
0,810,-0.776529848575592
0,840,-0.7426518201828
0,870,-0.620255589485168
0,900,-0.812899529933929
0,930,-1.6357524394989
0,960,-1.64645338058472
0,990,-0.846745371818542
0,1020,-0.0130130108445883
0,1050,-0.0174617562443018
0,1080,-0.404194861650467
0,1110,-0.951771855354309
0,1140,-0.618404746055603
0,1170,-0.194734498858452
0,1200,0.0213141404092312
0,1230,0.177578270435333
0,1260,0.231400340795517
0,1290,0.333618372678757
0,1320,0.601827085018158
0,1350,0.677230417728424
0,1380,1.20423352718353
0,1410,0.900465250015259
0,1440,0.229908227920532
0,1470,-0.401212573051453
0,1500,-0.534376263618469
0,1530,0.0287612937390804
0,1560,0.439519852399826
0,1590,1.03560864925385
0,1620,0.775636732578278
0,1650,0.403843581676483
0,1680,-0.105036452412605
0,1710,-0.346447378396988
0,1740,-0.617213428020477
0,1770,-0.468460559844971
0,1800,0.179057419300079
0,1830,0.535013735294342
0,1860,0.149565666913986
0,1890,-0.402346163988113
0,1920,-0.53885155916214
0,1950,-0.709025800228119
0,1980,-0.904942750930786
0,2010,-0.743293821811676
0,2040,-0.381739944219589
0,2070,-0.157864987850189
0,2100,-0.24015748500824
0,2130,-0.284851461648941
0,2160,-0.335897535085678
0,2190,-0.417918682098389
0,2220,-0.623849451541901
0,2250,-0.494974970817566
0,2280,-0.0132388733327389
0,2310,0.281025052070618
0,2340,0.679141104221344
0,2370,1.51637768745422
0,2400,1.47881472110748
0,2430,0.853568434715271
0,2460,0.16401495039463
0,2490,-1.01203775405884
0,2520,-1.1835355758667
0,2550,-0.301819980144501
0,2580,0.162562474608421
0,2610,0.560040533542633
0,2640,0.366632640361786
0,2670,0.0056272204965353
0,2700,0
0,2730,0.275236636400223
0,2760,0.309777587652206
0,2790,0.203495815396309
0,2820,0.546358346939087
0,2850,-0.517454862594604
0,2880,-0.570323407649994
0,2910,0.0963366106152534
0,2940,0.506365418434143
0,2970,0.762770056724548
0,3000,0.306630164384842
0,3030,-0.322532713413239
0,3060,-0.620519042015076
